epoch,accuracy,loss,learning_rate
265,0.996,0.024,0.04999340087108502
270,0.996,0.024,0.04999327590439087
275,0.996,0.024,0.04999315093832145
280,0.996,0.024,0.04999302597287679
285,0.996,0.023,0.04999290100805685
290,0.996,0.023,0.04999277604386167
295,0.996,0.023,0.0499926510802912
300,0.996,0.023,0.049992526117345455
305,0.996,0.023,0.049992401155024443
310,0.996,0.023,0.04999227619332813
315,0.996,0.022,0.04999215123225654
320,0.996,0.022,0.049992026271809646
325,0.996,0.022,0.04999190131198746
330,0.996,0.022,0.04999177635278997
335,0.996,0.022,0.049991651394217164
340,0.996,0.022,0.04999152643626906
345,0.996,0.022,0.049991401478945624
350,0.996,0.022,0.04999127652224687
355,0.996,0.022,0.04999115156617279
360,0.996,0.021,0.04999102661072338
365,0.996,0.021,0.04999090165589863
370,0.996,0.021,0.04999077670169854
375,0.996,0.021,0.04999065174812311
380,0.996,0.021,0.04999052679517232
385,0.996,0.021,0.04999040184284618
390,0.996,0.021,0.04999027689114467
395,0.996,0.021,0.04999015194006781
400,0.996,0.021,0.04999002698961558
405,0.996,0.021,0.04998990203978796
410,0.996,0.021,0.04998977709058498
415,0.996,0.021,0.0499896521420066
420,0.996,0.021,0.04998952719405285
425,0.996,0.021,0.04998940224672369
430,0.996,0.021,0.04998927730001915
435,0.996,0.020,0.0499891523539392
440,0.996,0.020,0.04998902740848384
445,0.996,0.020,0.049988902463653076
450,0.996,0.020,0.049988777519446886
455,0.996,0.020,0.04998865257586528
460,0.996,0.020,0.049988527632908245
465,0.996,0.020,0.049988402690575785
470,0.996,0.020,0.049988277748867896
475,0.996,0.020,0.049988152807784555
480,0.996,0.020,0.049988027867325785
485,0.996,0.020,0.04998790292749155
490,0.996,0.020,0.04998777798828187
495,0.996,0.020,0.04998765304969672
500,0.996,0.020,0.049987528111736124
505,0.996,0.020,0.049987403174400064
510,0.996,0.020,0.049987278237688504
515,0.996,0.020,0.04998715330160149
520,0.996,0.020,0.04998702836613898
525,0.996,0.020,0.049986903431301
530,0.996,0.020,0.049986778497087526
535,0.996,0.020,0.049986653563498545
540,0.996,0.020,0.04998652863053408
545,0.996,0.020,0.04998640369819409
550,0.996,0.020,0.049986278766478605
555,0.996,0.020,0.0499861538353876
560,0.996,0.020,0.04998602890492108
565,0.996,0.020,0.04998590397507904
570,0.996,0.020,0.049985779045861455
575,0.996,0.020,0.04998565411726835
580,0.996,0.020,0.049985529189299695
585,0.996,0.020,0.04998540426195552
590,0.996,0.020,0.04998527933523577
595,0.996,0.020,0.04998515440914049
600,0.996,0.019,0.049985029483669646
605,0.996,0.019,0.049984904558823234
610,0.996,0.019,0.04998477963460127
615,0.996,0.019,0.04998465471100372
620,0.996,0.019,0.04998452978803061
625,0.996,0.019,0.049984404865681904
630,0.996,0.019,0.04998427994395763
635,0.996,0.019,0.04998415502285776
640,0.996,0.019,0.04998403010238229
645,0.996,0.019,0.049983905182531235
650,0.996,0.019,0.04998378026330456
655,0.996,0.019,0.04998365534470228
660,0.996,0.019,0.04998353042672439
665,0.996,0.019,0.04998340550937089
670,0.996,0.019,0.04998328059264177
675,0.996,0.019,0.04998315567653701
680,0.996,0.019,0.049983030761056625
685,0.996,0.019,0.049982905846200604
690,0.996,0.019,0.049982780931968944
695,0.996,0.019,0.04998265601836163
700,0.996,0.019,0.049982531105378675
705,0.996,0.019,0.049982406193020065
710,0.996,0.019,0.04998228128128579
715,0.996,0.019,0.049982156370175855
720,0.996,0.019,0.04998203145969024
725,0.996,0.019,0.04998190654982897
730,0.996,0.019,0.049981781640592
735,0.996,0.019,0.049981656731979365
740,0.996,0.019,0.04998153182399104
745,0.996,0.019,0.049981406916627016
750,0.996,0.019,0.0499812820098873
755,0.996,0.019,0.04998115710377188
760,0.996,0.019,0.04998103219828076
765,0.996,0.019,0.049980907293413916
770,0.996,0.019,0.04998078238917136
775,0.996,0.019,0.049980657485553096
780,0.996,0.019,0.04998053258255909
785,0.996,0.019,0.049980407680189375
790,0.996,0.019,0.04998028277844391
795,0.996,0.019,0.04998015787732271
800,0.996,0.019,0.04998003297682575
805,0.996,0.019,0.04997990807695307
810,0.996,0.019,0.04997978317770463
815,0.996,0.019,0.049979658279080415
820,0.996,0.019,0.04997953338108045
825,0.996,0.019,0.04997940848370471
830,0.996,0.019,0.049979283586953215
835,0.996,0.019,0.049979158690825934
840,0.996,0.019,0.04997903379532287
845,0.996,0.019,0.04997890890044402
850,0.996,0.019,0.049978784006189374
855,0.996,0.019,0.04997865911255894
860,0.996,0.019,0.0499785342195527
865,0.996,0.019,0.04997840932717067
870,0.996,0.019,0.04997828443541282
875,0.996,0.019,0.04997815954427915
880,0.996,0.019,0.049978034653769675
885,0.996,0.019,0.04997790976388436
890,0.996,0.019,0.04997778487462323
895,0.996,0.019,0.049977659985986266
900,0.996,0.019,0.049977535097973466
905,0.996,0.019,0.04997741021058483
910,0.996,0.019,0.04997728532382033
915,0.996,0.019,0.04997716043767999
920,0.996,0.019,0.04997703555216378
925,0.996,0.019,0.04997691066727172
930,0.996,0.019,0.049976785783003796
935,0.996,0.019,0.04997666089936
940,0.996,0.019,0.049976536016340334
945,0.996,0.019,0.04997641113394478
950,0.996,0.019,0.049976286252173346
955,0.996,0.019,0.04997616137102602
960,0.996,0.019,0.049976036490502806
965,0.996,0.019,0.04997591161060369
970,0.996,0.019,0.04997578673132867
975,0.996,0.019,0.04997566185267775
980,0.996,0.019,0.04997553697465091
985,0.996,0.019,0.04997541209724816
990,0.996,0.019,0.049975287220469476
995,0.996,0.019,0.04997516234431488
1000,0.996,0.019,0.049975037468784345
1005,0.996,0.019,0.049974912593877874
1010,0.996,0.019,0.04997478771959547
1015,0.996,0.019,0.04997466284593711
1020,0.996,0.019,0.04997453797290281
1025,0.996,0.019,0.04997441310049255
1030,0.996,0.019,0.04997428822870634
1035,0.996,0.019,0.04997416335754415
1040,0.996,0.019,0.049974038487006
1045,0.996,0.019,0.049973913617091886
1050,0.996,0.019,0.049973788747801784
1055,0.996,0.019,0.0499736638791357
1060,0.996,0.019,0.04997353901109362
1065,0.996,0.019,0.049973414143675565
1070,0.996,0.019,0.0499732892768815
1075,0.996,0.019,0.04997316441071145
1080,0.996,0.019,0.04997303954516539
1085,0.996,0.019,0.04997291468024331
1090,0.996,0.019,0.04997278981594522
1095,0.996,0.019,0.04997266495227111
1100,0.996,0.019,0.049972540089220974
1105,0.996,0.019,0.049972415226794804
1110,0.996,0.019,0.049972290364992615
1115,0.996,0.019,0.049972165503814385
1120,0.996,0.019,0.0499720406432601
1125,0.996,0.019,0.049971915783329775
1130,0.996,0.019,0.04997179092402339
1135,0.996,0.019,0.04997166606534095
1140,0.996,0.019,0.04997154120728246
1145,0.996,0.019,0.04997141634984789
1150,0.996,0.019,0.04997129149303726
1155,0.996,0.019,0.049971166636850535
1160,0.996,0.019,0.04997104178128775
1165,0.996,0.019,0.04997091692634886
1170,0.996,0.019,0.0499707920720339
1175,0.996,0.019,0.04997066721834284
1180,0.996,0.019,0.04997054236527567
1185,0.996,0.019,0.049970417512832405
1190,0.996,0.019,0.04997029266101303
1195,0.996,0.019,0.04997016780981754
1200,0.996,0.019,0.04997004295924593
1205,0.996,0.019,0.049969918109298204
1210,0.996,0.019,0.04996979325997435
1215,0.996,0.019,0.04996966841127436
1220,0.996,0.019,0.049969543563198236
1225,0.996,0.019,0.049969418715745964
1230,0.996,0.019,0.049969293868917554
1235,0.996,0.019,0.049969169022712985
1240,0.996,0.019,0.04996904417713227
1245,0.996,0.019,0.0499689193321754
1250,0.996,0.019,0.04996879448784234
1255,0.996,0.019,0.049968669644133136
1260,0.996,0.019,0.04996854480104774
1265,0.996,0.019,0.049968419958586176
1270,0.996,0.019,0.04996829511674842
1275,0.996,0.019,0.04996817027553449
1280,0.996,0.019,0.04996804543494436
1285,0.996,0.019,0.049967920594978024
1290,0.996,0.019,0.0499677957556355
1295,0.996,0.019,0.04996767091691676
1300,0.996,0.019,0.04996754607882181
1305,0.996,0.019,0.04996742124135064
1310,0.996,0.019,0.04996729640450326
1315,0.996,0.019,0.04996717156827965
1320,0.996,0.019,0.0499670467326798
1325,0.996,0.019,0.04996692189770373
1330,0.996,0.019,0.0499667970633514
1335,0.996,0.019,0.049966672229622845
1340,0.996,0.019,0.04996654739651803
1345,0.996,0.019,0.049966422564036966
1350,0.996,0.019,0.04996629773217965
1355,0.996,0.019,0.049966172900946064
1360,0.996,0.019,0.049966048070336215
1365,0.996,0.019,0.04996592324035008
1370,0.996,0.019,0.04996579841098768
1375,0.996,0.019,0.04996567358224899
1380,0.996,0.019,0.04996554875413403
1385,0.996,0.019,0.04996542392664277
1390,0.996,0.019,0.04996529909977521
1395,0.996,0.019,0.04996517427353135
1400,0.996,0.019,0.049965049447911185
1405,0.996,0.019,0.049964924622914714
1410,0.996,0.019,0.049964799798541924
1415,0.996,0.019,0.04996467497479282
1420,0.996,0.019,0.0499645501516674
1425,0.996,0.019,0.04996442532916563
1430,0.996,0.019,0.04996430050728755
1435,0.996,0.019,0.04996417568603311
1440,0.996,0.019,0.04996405086540234
1445,0.996,0.019,0.049963926045395235
1450,0.996,0.019,0.04996380122601176
1455,0.996,0.019,0.04996367640725194
1460,0.996,0.019,0.049963551589115744
1465,0.996,0.019,0.04996342677160319
1470,0.996,0.019,0.04996330195471426
1475,0.996,0.019,0.04996317713844897
1480,0.996,0.019,0.04996305232280729
1485,0.996,0.019,0.04996292750778922
1490,0.996,0.019,0.04996280269339477
1495,0.996,0.019,0.04996267787962392
1500,0.996,0.019,0.04996255306647668
1505,0.996,0.019,0.04996242825395303
1510,0.996,0.019,0.04996230344205297
1515,0.996,0.019,0.04996217863077651
1520,0.996,0.019,0.049962053820123614
1525,0.996,0.019,0.049961929010094316
1530,0.996,0.019,0.049961804200688575
1535,0.996,0.019,0.04996167939190641
1540,0.996,0.019,0.049961554583747805
1545,0.996,0.019,0.04996142977621276
1550,0.996,0.019,0.04996130496930128
1555,0.996,0.019,0.04996118016301334
1560,0.996,0.019,0.04996105535734895
1565,0.996,0.019,0.049960930552308096
1570,0.996,0.019,0.04996080574789078
1575,0.996,0.019,0.049960680944096995
1580,0.996,0.019,0.04996055614092674
1585,0.996,0.019,0.04996043133838001
1590,0.996,0.019,0.049960306536456785
1595,0.996,0.019,0.04996018173515709
1600,0.996,0.019,0.049960056934480884
1605,0.996,0.019,0.049959932134428196
1610,0.996,0.019,0.049959807334998996
1615,0.996,0.019,0.04995968253619329
1620,0.996,0.019,0.049959557738011084
1625,0.996,0.019,0.04995943294045235
1630,0.996,0.019,0.04995930814351711
1635,0.996,0.019,0.04995918334720534
1640,0.996,0.019,0.049959058551517034
1645,0.996,0.019,0.04995893375645219
1650,0.996,0.019,0.049958808962010826
1655,0.996,0.019,0.04995868416819291
1660,0.996,0.019,0.049958559374998435
1665,0.996,0.019,0.04995843458242743
1670,0.996,0.019,0.04995830979047985
1675,0.996,0.019,0.04995818499915571
1680,0.996,0.019,0.049958060208455
1685,0.996,0.019,0.04995793541837773
1690,0.996,0.019,0.04995781062892388
1695,0.996,0.019,0.04995768584009344
1700,0.996,0.019,0.04995756105188642
1705,0.996,0.019,0.04995743626430282
1710,0.996,0.019,0.049957311477342614
1715,0.996,0.019,0.0499571866910058
1720,0.996,0.019,0.0499570619052924
1725,0.996,0.019,0.04995693712020239
1730,0.996,0.019,0.04995681233573576
1735,0.996,0.019,0.04995668755189251
1740,0.996,0.019,0.049956562768672635
1745,0.996,0.019,0.049956437986076144
1750,0.996,0.019,0.04995631320410302
1755,0.996,0.019,0.04995618842275325
1760,0.996,0.019,0.04995606364202684
1765,0.996,0.019,0.04995593886192379
1770,0.996,0.019,0.04995581408244408
1775,0.996,0.019,0.049955689303587715
1780,0.996,0.019,0.0499555645253547
1785,0.996,0.019,0.04995543974774502
1790,0.996,0.019,0.04995531497075866
1795,0.996,0.019,0.049955190194395635
1800,0.996,0.019,0.049955065418655915
1805,0.996,0.019,0.04995494064353953
1810,0.996,0.019,0.049954815869046446
1815,0.996,0.019,0.049954691095176675
1820,0.996,0.019,0.04995456632193021
1825,0.996,0.019,0.04995444154930703
1830,0.996,0.019,0.04995431677730716
1835,0.996,0.019,0.04995419200593056
1840,0.996,0.019,0.04995406723517726
1845,0.996,0.019,0.049953942465047224
1850,0.996,0.019,0.04995381769554048
1855,0.996,0.019,0.049953692926656995
1860,0.996,0.019,0.04995356815839677
1865,0.996,0.019,0.04995344339075982
1870,0.996,0.019,0.04995331862374611
1875,0.996,0.019,0.049953193857355666
1880,0.996,0.019,0.04995306909158845
1885,0.996,0.019,0.04995294432644449
1890,0.996,0.019,0.04995281956192377
1895,0.996,0.019,0.049952694798026276
1900,0.996,0.019,0.04995257003475201
1905,0.996,0.019,0.049952445272100965
1910,0.996,0.019,0.049952320510073145
1915,0.996,0.019,0.04995219574866852
1920,0.996,0.019,0.04995207098788712
1925,0.996,0.019,0.04995194622772893
1930,0.996,0.019,0.04995182146819393
1935,0.996,0.019,0.04995169670928213
1940,0.996,0.019,0.049951571950993506
1945,0.996,0.019,0.049951447193328086
1950,0.996,0.019,0.04995132243628583
1955,0.996,0.019,0.04995119767986678
1960,0.996,0.019,0.04995107292407088
1965,0.996,0.019,0.04995094816889814
1970,0.996,0.019,0.04995082341434858
1975,0.996,0.019,0.04995069866042216
1980,0.996,0.019,0.049950573907118906
1985,0.996,0.019,0.049950449154438796
1990,0.996,0.019,0.049950324402381834
1995,0.996,0.019,0.04995019965094801
2000,0.996,0.019,0.04995007490013731
